ORTHO_ID	CA_gene	CG_gene
ORTHO_005032	LOC128164687	LOC105347698
ORTHO_005033	LOC128164688	LOC117680486
ORTHO_005034	LOC128164686	LOC117692767
ORTHO_005035	LOC128164693	LOC105338798
ORTHO_005036	LOC128164694	LOC105338796
ORTHO_005037	LOC128164696	LOC105338795
ORTHO_005038	LOC128164697	LOC105338797
ORTHO_005039	LOC128164698	LOC105339079
ORTHO_005040	LOC128164699	LOC136270245
ORTHO_005041	LOC128164701	LOC105334794
ORTHO_005042	LOC128164704	LOC105345788
ORTHO_005043	LOC128164705	LOC105345786
ORTHO_005044	LOC128164706	LOC109618478
ORTHO_005045	LOC128164708	LOC105338413
ORTHO_005046	LOC128164709	LOC105345779
ORTHO_005047	LOC128164710	LOC105345787
ORTHO_005048	LOC128164712	LOC105345784
ORTHO_005049	LOC128164713	LOC105345785
ORTHO_005050	LOC128164714	LOC105345782
ORTHO_005051	LOC128164715	LOC105338442
ORTHO_005052	LOC128164716	LOC117681762
ORTHO_005053	LOC128164717	LOC105340431
ORTHO_005054	LOC128164718	LOC105340428
ORTHO_005055	LOC128164719	LOC105340427
ORTHO_005056	LOC128164720	LOC105340429
ORTHO_005057	LOC128164722	LOC105339175
ORTHO_005058	LOC128164724	LOC105339225
ORTHO_005059	LOC128164725	LOC117684423
ORTHO_005060	LOC128164726	LOC105339177
ORTHO_005061	LOC128164727	LOC136273023
ORTHO_005062	LOC128164728	LOC105339176
ORTHO_005063	LOC128164729	LOC109618586
ORTHO_005064	LOC128164731	LOC105339174
ORTHO_005065	LOC128164730	LOC105342680
ORTHO_005066	LOC128164736	LOC105325567
ORTHO_005067	LOC128164737	LOC105325568
ORTHO_005068	LOC128164738	LOC105325569
ORTHO_005069	LOC128164739	LOC105328839
ORTHO_005070	LOC128164742	LOC105341106
ORTHO_005071	LOC128164744	LOC109617094
ORTHO_005072	LOC128164745	LOC109620796
ORTHO_005073	LOC128164747	LOC105335968
ORTHO_005074	LOC128164749	LOC105346666
ORTHO_005075	LOC128164750	LOC105327947
ORTHO_005076	LOC128164748	LOC105323266
ORTHO_005077	LOC128164757	LOC117684859
ORTHO_005078	LOC128164760	LOC105334045
ORTHO_005079	LOC128164761	LOC105334046
ORTHO_005080	LOC128164758	LOC105323264
ORTHO_005081	LOC128164762	LOC105334048
ORTHO_005082	LOC128164764	LOC105334044
ORTHO_005083	LOC128164765	LOC105334043
ORTHO_005084	LOC128164766	LOC105335480
ORTHO_005085	LOC128164768	LOC105341380
ORTHO_005086	LOC128164770	LOC105318823
ORTHO_005087	LOC128164771	LOC109617436
ORTHO_005088	LOC128164774	LOC105330171
ORTHO_005089	LOC128164775	LOC105342463
ORTHO_005090	LOC128164779	LOC105323158
ORTHO_005091	LOC128164780	LOC105334598
ORTHO_005092	LOC128164783	LOC117686750
ORTHO_005093	LOC128164785	LOC105323860
ORTHO_005094	LOC128164791	LOC136270248
ORTHO_005095	LOC128164794	LOC105322566
ORTHO_005096	LOC128164795	LOC105322565
ORTHO_005097	LOC128164796	LOC105340311
ORTHO_005098	LOC128164707	LOC105320773
ORTHO_005099	LOC128164797	LOC117684588
ORTHO_005100	LOC128164798	LOC117684580
ORTHO_005101	LOC128164800	LOC105336676
ORTHO_005102	LOC128164799	LOC105322210
ORTHO_005103	LOC128164801	LOC105331170
ORTHO_005104	LOC128164802	LOC105325329
ORTHO_005105	LOC128164803	LOC109618374
ORTHO_005106	LOC128164804	LOC105325299
ORTHO_005107	LOC128164805	LOC105325518
ORTHO_005108	LOC128164806	LOC105332623
ORTHO_005109	LOC128164807	LOC105332584
ORTHO_005110	LOC128164809	LOC105325121
ORTHO_005111	LOC128164811	LOC105325122
ORTHO_005112	LOC128164810	LOC105338950
ORTHO_005113	LOC128164812	LOC105325120
ORTHO_005114	LOC128164813	LOC105325119
ORTHO_005115	LOC128164823	LOC117684404
ORTHO_005116	LOC128164820	LOC105322740
ORTHO_005117	LOC128164825	LOC136269684
ORTHO_005118	LOC128164827	LOC117685251
ORTHO_005119	LOC128164832	LOC136274698
ORTHO_005120	LOC128164834	LOC105325786
ORTHO_005121	LOC128164835	LOC105341158
ORTHO_005122	LOC128164836	LOC105347683
ORTHO_005123	LOC128164837	LOC105317362
ORTHO_005124	LOC128164838	LOC105317364
ORTHO_005125	LOC128164839	LOC105317363
ORTHO_005126	LOC128164841	LOC105342767
ORTHO_005127	LOC128164842	LOC105325874
ORTHO_005128	LOC128164843	LOC105325875
ORTHO_005129	LOC128164845	LOC105325876
ORTHO_005130	LOC128164846	LOC105325877
ORTHO_005131	LOC128164847	LOC109620258
ORTHO_005132	LOC128164844	LOC105322739
ORTHO_005133	LOC128164850	LOC105328347
ORTHO_005134	LOC128164851	LOC117684618
ORTHO_005135	LOC128164852	LOC117684619
ORTHO_005136	LOC128164853	LOC105322741
ORTHO_005137	LOC128164854	LOC105328344
ORTHO_005138	LOC128164855	LOC117684612
ORTHO_005139	LOC128164856	LOC117684613
ORTHO_005140	LOC128164858	LOC105328342
ORTHO_005141	LOC128164857	LOC105322738
ORTHO_005142	LOC128164859	LOC105321609
ORTHO_005143	LOC128164860	LOC105331421
ORTHO_005144	LOC128164862	LOC105331420
ORTHO_005145	LOC128164863	LOC105332574
ORTHO_005146	LOC128164864	LOC105332578
ORTHO_005147	LOC128164848	LOC105320774
ORTHO_005148	LOC128164866	LOC105317090
ORTHO_005149	LOC128164867	LOC105330894
ORTHO_005150	LOC128164869	LOC117691923
ORTHO_005151	LOC128164870	LOC105331159
ORTHO_005152	LOC128164871	LOC105331160
ORTHO_005153	LOC128164872	LOC136276485
ORTHO_005154	LOC128164876	LOC105341714
ORTHO_005155	LOC128164878	LOC105341712
ORTHO_005156	LOC128164887	LOC105338349
ORTHO_005157	LOC128164890	LOC117684863
ORTHO_005158	LOC128164892	LOC136269789
ORTHO_005159	LOC128164893	LOC117680563
ORTHO_005160	LOC128164899	LOC105318497
ORTHO_005161	LOC128164900	LOC105318499
ORTHO_005162	LOC128164905	LOC105334096
ORTHO_005163	LOC128164906	LOC105334098
ORTHO_005164	LOC128164907	LOC105334095
ORTHO_005165	LOC128164908	LOC117684503
ORTHO_005166	LOC128164909	LOC105318395
ORTHO_005167	LOC128164911	LOC105318399
ORTHO_005168	LOC128164912	LOC105334780
ORTHO_005169	LOC128164914	LOC105329798
ORTHO_005170	LOC128164915	LOC105339082
ORTHO_005171	LOC128164916	LOC105339081
ORTHO_005172	LOC128164918	LOC136270164
ORTHO_005173	LOC128164919	LOC105318383
ORTHO_005174	LOC128164917	LOC105338351
ORTHO_005175	LOC128164926	LOC105346442
ORTHO_005176	LOC128164929	LOC105338775
ORTHO_005177	LOC128164931	LOC105338772
ORTHO_005178	LOC128164933	LOC105338777
ORTHO_005179	LOC128164935	LOC105338771
ORTHO_005180	LOC128164936	LOC105324322
ORTHO_005181	LOC128164937	LOC136270196
ORTHO_005182	LOC128164938	LOC105338304
ORTHO_005183	LOC128164939	LOC105338303
ORTHO_005184	LOC128164940	LOC105324323
ORTHO_005185	LOC128164944	LOC105348487
ORTHO_005186	LOC128164945	LOC105348486
ORTHO_005187	LOC128164947	LOC105347347
ORTHO_005188	LOC128164948	LOC105347346
ORTHO_005189	LOC128164949	LOC105325110
ORTHO_005190	LOC128164955	LOC109619152
ORTHO_005191	LOC128164954	LOC117689749
ORTHO_005192	LOC128164958	LOC105333671
ORTHO_005193	LOC128164959	LOC117689754
ORTHO_005194	LOC128164963	LOC105349159
ORTHO_005195	LOC128164964	LOC105349169
ORTHO_005196	LOC128164965	LOC105349151
ORTHO_005197	LOC128164967	LOC105335563
ORTHO_005198	LOC128164968	LOC105335524
ORTHO_005199	LOC128164969	LOC105335523
ORTHO_005200	LOC128164970	LOC105321028
ORTHO_005201	LOC128164971	LOC105321026
ORTHO_005202	LOC128164972	LOC105321027
ORTHO_005203	LOC128164973	LOC105347304
ORTHO_005204	LOC128164977	LOC105317207
ORTHO_005205	LOC128164978	LOC136271915
ORTHO_005206	LOC128164979	LOC105341116
ORTHO_005207	LOC128164982	LOC105340322
ORTHO_005208	LOC128164983	LOC105340518
ORTHO_005209	LOC128164984	LOC117693074
ORTHO_005210	LOC128164985	LOC105338529
ORTHO_005211	LOC128164987	LOC105337122
ORTHO_005212	LOC128164986	LOC105340522
ORTHO_005213	LOC128164988	LOC105337120
ORTHO_005214	LOC128164992	LOC105329786
ORTHO_005215	LOC128164993	LOC136269872
ORTHO_005216	LOC128164994	LOC105334579
ORTHO_005217	LOC128164995	LOC105334256
ORTHO_005218	LOC128164996	LOC117690328
ORTHO_005219	LOC128164998	LOC105340521
ORTHO_005220	LOC128164997	LOC105348307
ORTHO_005221	LOC128164999	LOC105323132
ORTHO_005222	LOC128165000	LOC105324551
ORTHO_005223	LOC128165001	LOC105333079
ORTHO_005224	LOC128165002	LOC105324550
ORTHO_005225	LOC128165004	LOC105348308
ORTHO_005226	LOC128165005	LOC105347633
ORTHO_005227	LOC128165006	LOC105324552
ORTHO_005228	LOC128165003	LOC105340523
ORTHO_005229	LOC128165007	LOC117684688
ORTHO_005230	LOC128165008	LOC136270028
ORTHO_005231	LOC128165010	LOC105334117
ORTHO_005232	LOC128165011	LOC105334116
ORTHO_005233	LOC128165014	LOC105327780
ORTHO_005234	LOC128165015	LOC105327760
ORTHO_005235	LOC128165013	LOC117693078
ORTHO_005236	LOC128165017	LOC105327753
ORTHO_005237	LOC128165018	LOC117687985
ORTHO_005238	LOC128165021	LOC105343360
ORTHO_005239	LOC128165024	LOC117684706
ORTHO_005240	LOC128165026	LOC105330503
ORTHO_005241	LOC128165028	LOC109619489
ORTHO_005242	LOC128165029	LOC105330505
ORTHO_005243	LOC128165027	LOC105322285
ORTHO_005244	LOC128165030	LOC105348863
ORTHO_005245	LOC128165031	LOC117688622
ORTHO_005246	LOC128165032	LOC105325430
ORTHO_005247	LOC128165033	LOC105318629
ORTHO_005248	LOC128165034	LOC105342658
ORTHO_005249	LOC128165035	LOC105325434
ORTHO_005250	LOC128165036	LOC105325435
ORTHO_005251	LOC128165037	LOC105318631
ORTHO_005252	LOC128165038	LOC117684767
ORTHO_005253	LOC128165039	LOC105325429
ORTHO_005254	LOC128165041	LOC105325438
ORTHO_005255	LOC128165042	LOC105325431
ORTHO_005256	LOC128165043	LOC105325432
ORTHO_005257	LOC128165040	LOC105322288
ORTHO_005258	LOC128165045	LOC105318627
ORTHO_005259	LOC128165046	LOC105325433
ORTHO_005260	LOC128165047	LOC105325439
ORTHO_005261	LOC128165048	LOC105342659
ORTHO_005262	LOC128165052	LOC105338801
ORTHO_005263	LOC128165053	LOC105333704
ORTHO_005264	LOC128165054	LOC105333692
ORTHO_005265	LOC128165051	LOC105322297
ORTHO_005266	LOC128165055	LOC105333651
ORTHO_005267	LOC128165057	LOC105338770
ORTHO_005268	LOC128165058	LOC117682402
ORTHO_005269	LOC128165056	LOC136269767
ORTHO_005270	LOC128165070	LOC105329754
ORTHO_005271	LOC128165071	LOC105317218
ORTHO_005272	LOC128165072	LOC105329726
ORTHO_005273	LOC128165073	LOC105342776
ORTHO_005274	LOC128165074	LOC105342775
ORTHO_005275	LOC128165075	LOC105338371
ORTHO_005276	LOC128165077	LOC105321629
ORTHO_005277	LOC128165082	LOC105334622
ORTHO_005278	LOC128165083	LOC105334621
ORTHO_005279	LOC128165067	LOC105318827
ORTHO_005280	LOC128165087	LOC105321201
ORTHO_005281	LOC128165099	LOC136269943
ORTHO_005282	LOC128165098	LOC105325944
ORTHO_005283	LOC128165104	LOC105322412
ORTHO_005284	LOC128165105	LOC105322252
ORTHO_005285	LOC128165106	LOC105322277
ORTHO_005286	LOC128165110	LOC105325117
ORTHO_005287	LOC128165112	LOC105325945
ORTHO_005288	LOC128165118	LOC105318915
ORTHO_005289	LOC128165119	LOC105319154
ORTHO_005290	LOC128165120	LOC117691373
ORTHO_005291	LOC128165123	LOC105336435
ORTHO_005292	LOC128165124	LOC105327911
ORTHO_005293	LOC128165125	LOC105348954
ORTHO_005294	LOC128165126	LOC105332481
ORTHO_005295	LOC128165127	LOC105332477
ORTHO_005296	LOC128165128	LOC105333437
ORTHO_005297	LOC128165129	LOC105332479
ORTHO_005298	LOC128165131	LOC105320033
ORTHO_005299	LOC128165132	LOC105320034
ORTHO_005300	LOC128165134	LOC105320035
ORTHO_005301	LOC128165135	LOC105321874
ORTHO_005302	LOC128165136	LOC105337196
ORTHO_005303	LOC128165137	LOC105337188
ORTHO_005304	LOC128165138	LOC105337173
ORTHO_005305	LOC128165139	LOC105341700
ORTHO_005306	LOC128165141	LOC105334665
ORTHO_005307	LOC128165142	LOC105334761
ORTHO_005308	LOC128165143	LOC105339239
ORTHO_005309	LOC128165145	LOC105334764
ORTHO_005310	LOC128165144	LOC105322687
ORTHO_005311	LOC128165150	LOC105334762
ORTHO_005312	LOC128165151	LOC105334765
ORTHO_005313	LOC128165152	LOC105334763
ORTHO_005314	LOC128165154	LOC136269819
ORTHO_005315	LOC128165155	LOC117684533
ORTHO_005316	LOC128165153	LOC105325161
ORTHO_005317	LOC128165158	LOC117689793
ORTHO_005318	LOC128165159	LOC105327869
ORTHO_005319	LOC128165160	LOC105327871
ORTHO_005320	LOC128165161	LOC105327870
ORTHO_005321	LOC128165162	LOC105327868
ORTHO_005322	LOC128165165	LOC105333736
ORTHO_005323	LOC128165166	LOC105333715
ORTHO_005324	LOC128165167	LOC105333993
ORTHO_005325	LOC128165169	LOC105327575
ORTHO_005326	LOC128165170	LOC105339678
ORTHO_005327	LOC128165172	LOC105342063
ORTHO_005328	LOC128165173	LOC105342066
ORTHO_005329	LOC128165171	LOC105321203
ORTHO_005330	LOC128165174	LOC105342065
ORTHO_005331	LOC128165175	LOC105323237
ORTHO_005332	LOC128165176	LOC105323317
ORTHO_005333	LOC128165177	LOC105322271
ORTHO_005334	LOC128165179	LOC105326747
ORTHO_005335	LOC128165180	LOC105326684
ORTHO_005336	LOC128165181	LOC105326683
ORTHO_005337	LOC128165178	LOC136275533
ORTHO_005338	LOC128165182	LOC105326685
ORTHO_005339	LOC128165184	LOC105328525
ORTHO_005340	LOC128165185	LOC105319850
ORTHO_005341	LOC128165186	LOC105348842
ORTHO_005342	LOC128165188	LOC105347778
ORTHO_005343	LOC128165189	LOC105344048
ORTHO_005344	LOC128165190	LOC105339045
ORTHO_005345	LOC128165191	LOC105344039
ORTHO_005346	LOC128165193	LOC105329533
ORTHO_005347	LOC128165195	LOC105342344
ORTHO_005348	LOC128165198	LOC105342796
ORTHO_005349	LOC128165199	LOC105331290
ORTHO_005350	LOC128165200	LOC105342259
ORTHO_005351	LOC128165197	LOC105328746
ORTHO_005352	LOC128165201	LOC105342432
ORTHO_005353	LOC128165202	LOC136275288
ORTHO_005354	LOC128165203	LOC117684434
ORTHO_005355	LOC128165204	LOC105331288
ORTHO_005356	LOC128165205	LOC105342716
ORTHO_005357	LOC128165207	LOC105342636
ORTHO_005358	LOC128165209	LOC105335100
ORTHO_005359	LOC128165211	LOC105325598
ORTHO_005360	LOC128165212	LOC105331398
ORTHO_005361	LOC128165214	LOC105338161
ORTHO_005362	LOC128165215	LOC105338163
ORTHO_005363	LOC128165216	LOC105338165
ORTHO_005364	LOC128165217	LOC105332572
ORTHO_005365	LOC128165210	LOC105328747
ORTHO_005366	LOC128165218	LOC105332571
ORTHO_005367	LOC128165219	LOC105347230
ORTHO_005368	LOC128165220	LOC105347231
ORTHO_005369	LOC128165222	LOC105343804
ORTHO_005370	LOC128165223	LOC105343805
ORTHO_005371	LOC128165224	LOC105343806
ORTHO_005372	LOC128165226	LOC105331286
ORTHO_005373	LOC128165227	LOC105327978
ORTHO_005374	LOC128165229	LOC105341321
ORTHO_005375	LOC128165230	LOC105321202
ORTHO_005376	LOC128165231	LOC105341322
ORTHO_005377	LOC128165234	LOC105332558
ORTHO_005378	LOC128165237	LOC105336465
ORTHO_005379	LOC128165238	LOC105343392
ORTHO_005380	LOC128165239	LOC105337397
ORTHO_005381	LOC128165240	LOC105332566
ORTHO_005382	LOC128165241	LOC105332560
ORTHO_005383	LOC128165243	LOC105332562
ORTHO_005384	LOC128165244	LOC105319575
ORTHO_005385	LOC128165242	LOC105343394
ORTHO_005386	LOC128165245	LOC105332565
ORTHO_005387	LOC128165246	LOC105323790
ORTHO_005388	LOC128165247	LOC105323827
ORTHO_005389	LOC128165248	LOC105322561
ORTHO_005390	LOC128165249	LOC105318605
ORTHO_005391	LOC128165250	LOC105318829
ORTHO_005392	LOC128165251	LOC105343347
ORTHO_005393	LOC128165256	LOC105327716
ORTHO_005394	LOC128165257	LOC105325873
ORTHO_005395	LOC128165258	LOC105325871
ORTHO_005396	LOC128165269	LOC105328337
ORTHO_005397	LOC128165270	LOC105328335
ORTHO_005398	LOC128165271	LOC105328334
ORTHO_005399	LOC128165272	LOC105328336
ORTHO_005400	LOC128165273	LOC105340335
ORTHO_005401	LOC128165275	LOC105347284
ORTHO_005402	LOC128165276	LOC105347295
ORTHO_005403	LOC128165277	LOC105347283
ORTHO_005404	LOC128165279	LOC105334825
ORTHO_005405	LOC128165280	LOC136270007
ORTHO_005406	LOC128165281	LOC136270008
ORTHO_005407	LOC128165282	LOC105319956
ORTHO_005408	LOC128165283	LOC105343398
ORTHO_005409	LOC128165284	LOC105336640
ORTHO_005410	LOC128165286	LOC105337159
ORTHO_005411	LOC128165287	LOC105319955
ORTHO_005412	LOC128165288	LOC105347681
ORTHO_005413	LOC128165289	LOC105337151
ORTHO_005414	LOC128165290	LOC105336642
ORTHO_005415	LOC128165292	LOC105346922
ORTHO_005416	LOC128165294	LOC105346921
ORTHO_005417	LOC128165295	LOC105334403
ORTHO_005418	LOC128165297	LOC105340304
ORTHO_005419	LOC128165298	LOC105340305
ORTHO_005420	LOC128165299	LOC105340306
ORTHO_005421	LOC128165300	LOC105338822
ORTHO_005422	LOC128165301	LOC117684455
ORTHO_005423	LOC128165302	LOC105338786
ORTHO_005424	LOC128165304	LOC105336301
ORTHO_005425	LOC128165305	LOC105336300
ORTHO_005426	LOC128165306	LOC105336299
ORTHO_005427	LOC128165307	LOC105329468
ORTHO_005428	LOC128165285	LOC117686527
ORTHO_005429	LOC128165308	LOC105329466
ORTHO_005430	LOC128165310	LOC105329465
ORTHO_005431	LOC128165312	LOC105331658
ORTHO_005432	LOC128165313	LOC117684175
ORTHO_005433	LOC128165314	LOC105323414
ORTHO_005434	LOC128165315	LOC105334958
ORTHO_005435	LOC128165316	LOC105334980
ORTHO_005436	LOC128165317	LOC105343402
ORTHO_005437	LOC128165318	LOC105343403
ORTHO_005438	LOC128165319	LOC105348868
ORTHO_005439	LOC128165320	LOC105348869
ORTHO_005440	LOC128165293	LOC105326955
ORTHO_005441	LOC128165321	LOC105337221
ORTHO_005442	LOC128165322	LOC105329796
ORTHO_005443	LOC128165324	LOC105325782
ORTHO_005444	LOC128165325	LOC105319358
ORTHO_005445	LOC128165326	LOC117685067
ORTHO_005446	LOC128165328	LOC105333894
ORTHO_005447	LOC128165329	LOC117683162
ORTHO_005448	LOC128165331	LOC105343396
ORTHO_005449	LOC128165344	LOC117684153
ORTHO_005450	LOC128165345	LOC105348646
ORTHO_005451	LOC128165347	LOC105336057
ORTHO_005452	LOC128165348	LOC105336061
ORTHO_005453	LOC128165350	LOC105336052
ORTHO_005454	LOC128165351	LOC105336054
ORTHO_005455	LOC128165352	LOC105336039
ORTHO_005456	LOC128165353	LOC105336043
ORTHO_005457	LOC128165354	LOC105336040
ORTHO_005458	LOC128165355	LOC105336042
ORTHO_005459	LOC128165356	LOC105336053
ORTHO_005460	LOC128165357	LOC105336048
ORTHO_005461	LOC128165358	LOC105336047
ORTHO_005462	LOC128165359	LOC105336045
ORTHO_005463	LOC128165360	LOC105336044
ORTHO_005464	LOC128165361	LOC105336049
ORTHO_005465	LOC128165362	LOC105332408
ORTHO_005466	LOC128165365	LOC105332171
ORTHO_005467	LOC128165366	LOC105332164
ORTHO_005468	LOC128165369	LOC136270697
ORTHO_005469	LOC128165371	LOC105343391
ORTHO_005470	LOC128165370	LOC105334014
ORTHO_005471	LOC128165363	LOC105337091
ORTHO_005472	LOC128165372	LOC105323967
ORTHO_005473	LOC128165373	LOC105331558
ORTHO_005474	LOC128165376	LOC105347363
ORTHO_005475	LOC128165377	LOC105347362
ORTHO_005476	LOC128165374	LOC105326938
ORTHO_005477	LOC128165378	LOC105335528
ORTHO_005478	LOC128165379	LOC105347565
ORTHO_005479	LOC128165382	LOC105337123
ORTHO_005480	LOC128165381	LOC105343393
ORTHO_005481	LOC128165384	LOC105340316
ORTHO_005482	LOC128165386	LOC105340313
ORTHO_005483	LOC128165387	LOC105348498
ORTHO_005484	LOC128165388	LOC105348496
ORTHO_005485	LOC128165389	LOC105336481
ORTHO_005486	LOC128165390	LOC105319360
ORTHO_005487	LOC128165392	LOC105335769
ORTHO_005488	LOC128165393	LOC105331486
ORTHO_005489	LOC128165395	LOC109618139
ORTHO_005490	LOC128165394	LOC105319361
ORTHO_005491	LOC128165396	LOC105347469
ORTHO_005492	LOC128165397	LOC105347468
ORTHO_005493	LOC128165398	LOC105347471
ORTHO_005494	LOC128165399	LOC105335688
ORTHO_005495	LOC128165400	LOC105335692
ORTHO_005496	LOC128165402	LOC105335689
ORTHO_005497	LOC128165401	LOC105319359
ORTHO_005498	LOC128165405	LOC105348082
ORTHO_005499	LOC128165413	LOC105318503
ORTHO_005500	LOC128165422	LOC105348870
ORTHO_005501	LOC128165423	LOC105331281
ORTHO_005502	LOC128165424	LOC105325946
ORTHO_005503	LOC128165427	LOC105334827
ORTHO_005504	LOC128165428	LOC105332741
ORTHO_005505	LOC128165429	LOC105342058
ORTHO_005506	LOC128165430	LOC105342056
ORTHO_005507	LOC128165431	LOC105348957
ORTHO_005508	LOC128165433	LOC105348958
ORTHO_005509	LOC128165434	LOC105332185
ORTHO_005510	LOC128165432	LOC105333151
ORTHO_005511	LOC128165435	LOC105332190
ORTHO_005512	LOC128165437	LOC105332187
ORTHO_005513	LOC128165438	LOC105332188
ORTHO_005514	LOC128165440	LOC105332186
ORTHO_005515	LOC128165441	LOC105332191
ORTHO_005516	LOC128165442	LOC105332184
ORTHO_005517	LOC128165443	LOC117684663
ORTHO_005518	LOC128165444	LOC105332183
ORTHO_005519	LOC128165446	LOC105323783
ORTHO_005520	LOC128165447	LOC136270275
ORTHO_005521	LOC128165449	LOC105322878
ORTHO_005522	LOC128165450	LOC105332564
ORTHO_005523	LOC128165451	LOC105323152
ORTHO_005524	LOC128165453	LOC105339120
ORTHO_005525	LOC128165454	LOC105339147
ORTHO_005526	LOC128165456	LOC105339178
ORTHO_005527	LOC128165458	LOC105339152
ORTHO_005528	LOC128165459	LOC105339131
ORTHO_005529	LOC128165460	LOC105328514
ORTHO_005530	LOC128165461	LOC105328517
ORTHO_005531	LOC128165462	LOC105334776
ORTHO_005532	LOC128165464	LOC105318384
ORTHO_005533	LOC128165465	LOC105335098
ORTHO_005534	LOC128165466	LOC105335096
ORTHO_005535	LOC128165467	LOC105335097
ORTHO_005536	LOC128165468	LOC105347397
ORTHO_005537	LOC128165469	LOC105330174
ORTHO_005538	LOC128165471	LOC105334099
ORTHO_005539	LOC128165472	LOC105334101
ORTHO_005540	LOC128165473	LOC105334100
ORTHO_005541	LOC128165475	LOC105318515
ORTHO_005542	LOC128165477	LOC105327578
ORTHO_005543	LOC128165478	LOC105327576
ORTHO_005544	LOC128165479	LOC105333673
ORTHO_005545	LOC128165481	LOC105334617
ORTHO_005546	LOC128165482	LOC105321610
ORTHO_005547	LOC128165483	LOC105321607
ORTHO_005548	LOC128165484	LOC105342062
ORTHO_005549	LOC128165485	LOC105326699
ORTHO_005550	LOC128165486	LOC105326700
ORTHO_005551	LOC128165489	LOC105326705
ORTHO_005552	LOC128165500	LOC105326703
ORTHO_005553	LOC128165501	LOC105326702
ORTHO_005554	LOC128165502	LOC105326704
ORTHO_005555	LOC128165504	LOC105326698
ORTHO_005556	LOC128165505	LOC105338791
ORTHO_005557	LOC128165506	LOC105331843
ORTHO_005558	LOC128165507	LOC105331823
ORTHO_005559	LOC128165508	LOC105329451
ORTHO_005560	LOC128165509	LOC105329453
ORTHO_005561	LOC128165510	LOC105329454
ORTHO_005562	LOC128165411	LOC105337066
ORTHO_005563	LOC128165511	LOC105328522
ORTHO_005564	LOC128165514	LOC105325437
ORTHO_005565	LOC128165515	LOC105325415
ORTHO_005566	LOC128165516	LOC105341627
ORTHO_005567	LOC128165517	LOC105341654
ORTHO_005568	LOC128165518	LOC105318495
ORTHO_005569	LOC128165519	LOC105318494
ORTHO_005570	LOC128165520	LOC105318496
ORTHO_005571	LOC128165522	LOC105319191
ORTHO_005572	LOC128165525	LOC105319190
ORTHO_005573	LOC128165439	LOC105326845
ORTHO_005574	LOC128165527	LOC105340731
ORTHO_005575	LOC128165528	LOC105340734
ORTHO_005576	LOC128165529	LOC105340739
ORTHO_005577	LOC128165530	LOC105340733
ORTHO_005578	LOC128165531	LOC105340732
ORTHO_005579	LOC128165533	LOC105340735
