CAmt|atp6::CM046786.1:9839-10508(+)	CAmt|atp6
CA|XM_052837365.1	LOC128171571
CA|XM_052837366.1	LOC128171572
CA|XM_052837367.1	LOC128171553
CA|XM_052837368.1	LOC128171573
CA|XM_052837369.1	LOC128171573
CA|XM_052837370.1	LOC128171574
CA|XM_052837371.1	LOC128171575
CA|XM_052837372.1	LOC128171576
CA|XM_052837373.1	LOC128171578
CA|XM_052837374.1	LOC128171578
CA|XM_052837375.1	LOC128171580
CA|XM_052837376.1	LOC128171581
CA|XM_052837377.1	LOC128171581
CA|XM_052837378.1	LOC128171579
CA|XM_052837379.1	LOC128171583
CA|XM_052837380.1	LOC128171584
CA|XM_052837381.1	LOC128171586
CA|XM_052837382.1	LOC128171587
CA|XM_052837383.1	LOC128171588
CA|XM_052837384.1	LOC128171589
CA|XM_052837385.1	LOC128171591
CA|XM_052837386.1	LOC128171592
CA|XM_052837387.1	LOC128171593
CA|XM_052837388.1	LOC128171590
CA|XM_052837389.1	LOC128171593
CA|XM_052837390.1	LOC128171594
CA|XM_052837391.1	LOC128171595
CA|XM_052837392.1	LOC128171595
CA|XM_052837393.1	LOC128171596
CA|XM_052837394.1	LOC128171598
CA|XM_052837395.1	LOC128171599
CA|XM_052837396.1	LOC128171601
CA|XM_052837397.1	LOC128171602
CA|XM_052837398.1	LOC128171603
CA|XM_052837399.1	LOC128171606
CA|XM_052837400.1	LOC128171608
CA|XM_052837401.1	LOC128171609
CA|XM_052837402.1	LOC128171610
CA|XM_052837403.1	LOC128171612
CA|XM_052837404.1	LOC128171614
CA|XM_052837405.1	LOC128171616
CA|XM_052837406.1	LOC128171617
CA|XM_052837407.1	LOC128171582
CA|XM_052837408.1	LOC128171619
CA|XM_052837409.1	LOC128171621
CA|XM_052837410.1	LOC128171628
CA|XM_052837411.1	LOC128171629
CA|XM_052837412.1	LOC128171630
CA|XM_052837413.1	LOC128171632
CA|XM_052837414.1	LOC128171634
CA|XM_052837415.1	LOC128171636
CA|XM_052837416.1	LOC128171637
CA|XM_052837417.1	LOC128171637
CA|XM_052837418.1	LOC128171638
CA|XM_052837419.1	LOC128171643
CA|XM_052837420.1	LOC128171644
CA|XM_052837421.1	LOC128171645
CA|XM_052837422.1	LOC128171646
CA|XM_052837423.1	LOC128171646
CA|XM_052837424.1	LOC128171647
CA|XM_052837425.1	LOC128171648
CA|XM_052837426.1	LOC128171648
CA|XM_052837427.1	LOC128171648
CA|XM_052837428.1	LOC128171648
CA|XM_052837429.1	LOC128171650
CA|XM_052837430.1	LOC128155130
CA|XM_052837431.1	LOC128171649
CA|XM_052837432.1	LOC128171652
CA|XM_052837433.1	LOC128171652
CA|XM_052837434.1	LOC128171653
CA|XM_052837435.1	LOC128171655
CA|XM_052837436.1	LOC128171656
CA|XM_052837437.1	LOC128171657
CA|XM_052837438.1	LOC128171659
CA|XM_052837439.1	LOC128171660
CA|XM_052837440.1	LOC128171661
CA|XM_052837441.1	LOC128171662
CA|XM_052837442.1	LOC128171663
CA|XM_052837443.1	LOC128171664
CA|XM_052837444.1	LOC128171665
CA|XM_052837445.1	LOC128171666
CA|XM_052837446.1	LOC128171667
CA|XM_052837447.1	LOC128171668
CA|XM_052837448.1	LOC128171669
CA|XM_052837449.1	LOC128171673
CA|XM_052837450.1	LOC128171676
CA|XM_052837451.1	LOC128171677
CA|XM_052837452.1	LOC128171678
CA|XM_052837453.1	LOC128171679
CA|XM_052837454.1	LOC128171679
CA|XM_052837455.1	LOC128171681
CA|XM_052837456.1	LOC128171680
CA|XM_052837457.1	LOC128171684
CA|XM_052837458.1	LOC128171685
CA|XM_052837459.1	LOC128171686
CA|XM_052837460.1	LOC128171687
CA|XM_052837461.1	LOC128171689
CA|XM_052837462.1	LOC128171690
CA|XM_052837463.1	LOC128171691
CA|XM_052837464.1	LOC128171694
CA|XM_052837465.1	LOC128171695
CA|XM_052837466.1	LOC128171692
CA|XM_052837467.1	LOC128171696
CA|XM_052837468.1	LOC128171697
CA|XM_052837469.1	LOC128171698
CA|XM_052837470.1	LOC128171699
CA|XM_052837471.1	LOC128171700
CA|XM_052837472.1	LOC128171702
CA|XM_052837473.1	LOC128171692
CA|XM_052837474.1	LOC128171703
CA|XM_052837475.1	LOC128171704
CA|XM_052837476.1	LOC128171705
CA|XM_052837477.1	LOC128171706
CA|XM_052837478.1	LOC128171715
CA|XM_052837479.1	LOC128171711
CA|XM_052837480.1	LOC128171716
CA|XM_052837481.1	LOC128171717
CA|XM_052837482.1	LOC128171718
CA|XM_052837483.1	LOC128171719
CA|XM_052837484.1	LOC128171722
CA|XM_052837485.1	LOC128171724
CA|XM_052837486.1	LOC128171725
CA|XM_052837487.1	LOC128171726
CA|XM_052837488.1	LOC128171726
CA|XM_052837489.1	LOC128171688
CA|XM_052837490.1	LOC128171723
CA|XM_052837491.1	LOC128171728
CA|XM_052837492.1	LOC128171729
CA|XM_052837493.1	LOC128171729
CA|XM_052837494.1	LOC128171731
CA|XM_052837495.1	LOC128171732
CA|XM_052837496.1	LOC128171723
CA|XM_052837497.1	LOC128171733
CA|XM_052837498.1	LOC128171734
CA|XM_052837499.1	LOC128171735
CA|XM_052837500.1	LOC128171736
CA|XM_052837501.1	LOC128171737
CA|XM_052837502.1	LOC128171738
CA|XM_052837503.1	LOC128171738
CA|XM_052837504.1	LOC128171740
CA|XM_052837505.1	LOC128171740
CA|XM_052837506.1	LOC128171741
CA|XM_052837507.1	LOC128171742
CA|XM_052837508.1	LOC128171743
CA|XM_052837509.1	LOC128171743
CA|XM_052837510.1	LOC128171743
CA|XM_052837511.1	LOC128171743
CA|XM_052837512.1	LOC128171746
CA|XM_052837513.1	LOC128171744
CA|XM_052837514.1	LOC128171746
CA|XM_052837515.1	LOC128171747
CA|XM_052837516.1	LOC128171748
CA|XM_052837517.1	LOC128171749
CA|XM_052837518.1	LOC128171752
CA|XM_052837519.1	LOC128171754
CA|XM_052837520.1	LOC128171755
CA|XM_052837521.1	LOC128171756
CA|XM_052837522.1	LOC128171756
CA|XM_052837523.1	LOC128171753
CA|XM_052837524.1	LOC128171756
CA|XM_052837525.1	LOC128171756
CA|XM_052837526.1	LOC128171756
CA|XM_052837527.1	LOC128171756
CA|XM_052837528.1	LOC128171756
CA|XM_052837529.1	LOC128171757
CA|XM_052837530.1	LOC128171757
CA|XM_052837531.1	LOC128171757
CA|XM_052837532.1	LOC128171757
CA|XM_052837533.1	LOC128171757
CA|XM_052837534.1	LOC128171757
CA|XM_052837535.1	LOC128171757
CA|XM_052837536.1	LOC128171759
CA|XM_052837537.1	LOC128171758
CA|XM_052837538.1	LOC128171760
CA|XM_052837539.1	LOC128171761
CA|XM_052837540.1	LOC128171761
CA|XM_052837541.1	LOC128171763
CA|XM_052837542.1	LOC128171763
CA|XM_052837543.1	LOC128171764
CA|XM_052837544.1	LOC128171764
CA|XM_052837545.1	LOC128171758
CA|XM_052837546.1	LOC128171764
CA|XM_052837547.1	LOC128171765
CA|XM_052837548.1	LOC128171766
CA|XM_052837549.1	LOC128171768
CA|XM_052837550.1	LOC128171768
CA|XM_052837551.1	LOC128171769
CA|XM_052837552.1	LOC128171770
CA|XM_052837553.1	LOC128171773
CA|XM_052837554.1	LOC128171773
CA|XM_052837555.1	LOC128171771
CA|XM_052837556.1	LOC128171773
CA|XM_052837557.1	LOC128171773
CA|XM_052837558.1	LOC128171773
CA|XM_052837559.1	LOC128171773
CA|XM_052837560.1	LOC128171774
CA|XM_052837561.1	LOC128171775
CA|XM_052837562.1	LOC128171776
CA|XM_052837563.1	LOC128171777
CA|XM_052837564.1	LOC128171780
CA|XM_052837565.1	LOC128171781
CA|XM_052837566.1	LOC128171781
CA|XM_052837567.1	LOC128171782
CA|XM_052837568.1	LOC128171779
CA|XM_052837569.1	LOC128171782
CA|XM_052837570.1	LOC128171783
CA|XM_052837571.1	LOC128171784
CA|XM_052837572.1	LOC128171784
CA|XM_052837573.1	LOC128171785
CA|XM_052837574.1	LOC128171785
CA|XM_052837575.1	LOC128171785
CA|XM_052837576.1	LOC128171786
CA|XM_052837577.1	LOC128171786
CA|XM_052837578.1	LOC128171786
CA|XM_052837579.1	LOC128171788
CA|XM_052837580.1	LOC128171787
CA|XM_052837581.1	LOC128171791
CA|XM_052837582.1	LOC128171792
CA|XM_052837583.1	LOC128171795
CA|XM_052837584.1	LOC128171796
CA|XM_052837585.1	LOC128171796
CA|XM_052837586.1	LOC128171796
CA|XM_052837587.1	LOC128171798
CA|XM_052837588.1	LOC128171800
CA|XM_052837589.1	LOC128171802
CA|XM_052837590.1	LOC128171803
CA|XM_052837591.1	LOC128171804
CA|XM_052837592.1	LOC128171805
CA|XM_052837593.1	LOC128171807
CA|XM_052837594.1	LOC128171808
CA|XM_052837595.1	LOC128171809
CA|XM_052837596.1	LOC128171778
CA|XM_052837597.1	LOC128171806
CA|XM_052837598.1	LOC128171811
CA|XM_052837599.1	LOC128171812
CA|XM_052837600.1	LOC128171813
CA|XM_052837601.1	LOC128171821
CA|XM_052837602.1	LOC128171822
CA|XM_052837603.1	LOC128171818
CA|XM_052837604.1	LOC128171822
CA|XM_052837605.1	LOC128171823
CA|XM_052837606.1	LOC128171825
CA|XM_052837607.1	LOC128171826
CA|XM_052837608.1	LOC128171828
CA|XM_052837609.1	LOC128171828
CA|XM_052837610.1	LOC128171828
CA|XM_052837611.1	LOC128171831
CA|XM_052837612.1	LOC128171831
CA|XM_052837613.1	LOC128171838
CA|XM_052837614.1	LOC128171840
CA|XM_052837615.1	LOC128171842
CA|XM_052837616.1	LOC128171842
CA|XM_052837617.1	LOC128171843
CA|XM_052837618.1	LOC128171845
CA|XM_052837619.1	LOC128171846
CA|XM_052837620.1	LOC128171847
CA|XM_052837621.1	LOC128171847
CA|XM_052837622.1	LOC128171847
CA|XM_052837623.1	LOC128171847
CA|XM_052837624.1	LOC128171847
CA|XM_052837625.1	LOC128171849
CA|XM_052837626.1	LOC128171849
CA|XM_052837627.1	LOC128171848
CA|XM_052837628.1	LOC128171850
CA|XM_052837629.1	LOC128171851
CA|XM_052837630.1	LOC128171851
CA|XM_052837631.1	LOC128171851
CA|XM_052837632.1	LOC128171854
CA|XM_052837633.1	LOC128171857
CA|XM_052837634.1	LOC128171858
CA|XM_052837635.1	LOC128171859
CA|XM_052837636.1	LOC128171861
CA|XM_052837637.1	LOC128171862
CA|XM_052837638.1	LOC128171863
CA|XM_052837639.1	LOC128171865
CA|XM_052837640.1	LOC128171865
CA|XM_052837641.1	LOC128171867
CA|XM_052837642.1	LOC128171868
CA|XM_052837643.1	LOC128171869
CA|XM_052837644.1	LOC128171866
CA|XM_052837645.1	LOC128171870
CA|XM_052837646.1	LOC128171872
CA|XM_052837647.1	LOC128171874
CA|XM_052837648.1	LOC128171874
CA|XM_052837649.1	LOC128171874
CA|XM_052837650.1	LOC128171866
CA|XM_052837651.1	LOC128171877
CA|XM_052837652.1	LOC128171878
CA|XM_052837653.1	LOC128171879
CA|XM_052837654.1	LOC128171880
CA|XM_052837655.1	LOC128171866
CA|XM_052837656.1	LOC128171881
CA|XM_052837657.1	LOC128171883
CA|XM_052837658.1	LOC128171884
CA|XM_052837659.1	LOC128171885
CA|XM_052837660.1	LOC128171886
CA|XM_052837661.1	LOC128171887
CA|XM_052837662.1	LOC128171866
CA|XM_052837663.1	LOC128171888
CA|XM_052837664.1	LOC128171889
CA|XM_052837665.1	LOC128171891
CA|XM_052837666.1	LOC128171892
CA|XM_052837667.1	LOC128171893
CA|XM_052837668.1	LOC128171866
CA|XM_052837669.1	LOC128171894
CA|XM_052837670.1	LOC128171901
CA|XM_052837671.1	LOC128171866
CA|XM_052837672.1	LOC128171903
CA|XM_052837673.1	LOC128171906
CA|XM_052837674.1	LOC128171907
CA|XM_052837675.1	LOC128171875
CA|XM_052837676.1	LOC128171866
CA|XM_052837677.1	LOC128171909
CA|XM_052837678.1	LOC128171910
CA|XM_052837679.1	LOC128171910
CA|XM_052837680.1	LOC128171911
CA|XM_052837681.1	LOC128171912
CA|XM_052837682.1	LOC128171912
CA|XM_052837683.1	LOC128171912
CA|XM_052837684.1	LOC128171912
CA|XM_052837685.1	LOC128171866
CA|XM_052837686.1	LOC128171913
CA|XM_052837687.1	LOC128171915
CA|XM_052837688.1	LOC128171916
CA|XM_052837689.1	LOC128171917
CA|XM_052837690.1	LOC128171917
CA|XM_052837691.1	LOC128171918
CA|XM_052837692.1	LOC128171866
CA|XM_052837693.1	LOC128171918
CA|XM_052837694.1	LOC128171918
CA|XM_052837695.1	LOC128171918
CA|XM_052837696.1	LOC128171918
CA|XM_052837697.1	LOC128171918
CA|XM_052837698.1	LOC128171919
CA|XM_052837699.1	LOC128171919
CA|XM_052837700.1	LOC128171920
CA|XM_052837701.1	LOC128171920
CA|XM_052837702.1	LOC128171866
CA|XM_052837703.1	LOC128171920
CA|XM_052837704.1	LOC128171921
CA|XM_052837705.1	LOC128171922
CA|XM_052837706.1	LOC128171923
CA|XM_052837707.1	LOC128171925
CA|XM_052837708.1	LOC128171926
CA|XM_052837709.1	LOC128171866
CA|XM_052837710.1	LOC128171927
CA|XM_052837711.1	LOC128171928
CA|XM_052837712.1	LOC128171929
CA|XM_052837713.1	LOC128171929
CA|XM_052837714.1	LOC128171930
CA|XM_052837715.1	LOC128171931
CA|XM_052837716.1	LOC128171936
CA|XM_052837717.1	LOC128171933
CA|XM_052837718.1	LOC128171937
CA|XM_052837719.1	LOC128171949
CA|XM_052837720.1	LOC128171950
CA|XM_052837721.1	LOC128171946
CA|XM_052837722.1	LOC128171950
CA|XM_052837723.1	LOC128171950
CA|XM_052837724.1	LOC128171951
CA|XM_052837725.1	LOC128171953
CA|XM_052837726.1	LOC128171954
CA|XM_052837727.1	LOC128171954
CA|XM_052837728.1	LOC128171954
CA|XM_052837729.1	LOC128171954
CA|XM_052837730.1	LOC128171954
CA|XM_052837731.1	LOC128171954
CA|XM_052837732.1	LOC128171954
CA|XM_052837733.1	LOC128171954
CA|XM_052837734.1	LOC128171955
CA|XM_052837735.1	LOC128171957
CA|XM_052837736.1	LOC128171958
CA|XM_052837737.1	LOC128171959
CA|XM_052837738.1	LOC128171962
CA|XM_052837739.1	LOC128171964
CA|XM_052837740.1	LOC128171651
CA|XM_052837741.1	LOC128171961
CA|XM_052837742.1	LOC128171966
CA|XM_052837743.1	LOC128171967
CA|XM_052837744.1	LOC128171968
CA|XM_052837745.1	LOC128171970
CA|XM_052837746.1	LOC128171961
CA|XM_052837747.1	LOC128171971
CA|XM_052837748.1	LOC128171972
CA|XM_052837749.1	LOC128171973
CA|XM_052837750.1	LOC128171975
CA|XM_052837751.1	LOC128171976
CA|XM_052837752.1	LOC128171977
CA|XM_052837753.1	LOC128171961
CA|XM_052837754.1	LOC128171978
CA|XM_052837755.1	LOC128171979
CA|XM_052837756.1	LOC128171979
CA|XM_052837757.1	LOC128171980
CA|XM_052837758.1	LOC128171981
CA|XM_052837759.1	LOC128171981
CA|XM_052837760.1	LOC128171982
CA|XM_052837761.1	LOC128171982
CA|XM_052837762.1	LOC128171984
CA|XM_052837763.1	LOC128171985
CA|XM_052837764.1	LOC128171983
CA|XM_052837765.1	LOC128171988
CA|XM_052837766.1	LOC128171990
CA|XM_052837767.1	LOC128171998
CA|XM_052837768.1	LOC128171965
CA|XM_052837769.1	LOC128171993
CA|XM_052837770.1	LOC128171999
CA|XM_052837771.1	LOC128171999
CA|XM_052837772.1	LOC128171999
CA|XM_052837773.1	LOC128171999
CA|XM_052837774.1	LOC128172000
CA|XM_052837775.1	LOC128172002
CA|XM_052837776.1	LOC128172003
CA|XM_052837777.1	LOC128172005
CA|XM_052837778.1	LOC128172006
CA|XM_052837779.1	LOC128172004
CA|XM_052837780.1	LOC128172008
CA|XM_052837781.1	LOC128172009
CA|XM_052837782.1	LOC128172010
CA|XM_052837783.1	LOC128172011
CA|XM_052837784.1	LOC128172013
CA|XM_052837785.1	LOC128172016
CA|XM_052837786.1	LOC128172017
CA|XM_052837787.1	LOC128172014
CA|XM_052837788.1	LOC128172021
CA|XM_052837789.1	LOC128172022
CA|XM_052837790.1	LOC128172023
CA|XM_052837791.1	LOC128172024
CA|XM_052837792.1	LOC128172026
CA|XM_052837793.1	LOC128172027
CA|XM_052837794.1	LOC128172028
CA|XM_052837795.1	LOC128172025
CA|XM_052837796.1	LOC128172030
CA|XM_052837797.1	LOC128172031
CA|XM_052837798.1	LOC128172032
CA|XM_052837799.1	LOC128172032
CA|XM_052837800.1	LOC128172032
CA|XM_052837801.1	LOC128172032
CA|XM_052837802.1	LOC128172032
CA|XM_052837803.1	LOC128172032
CA|XM_052837804.1	LOC128172034
CA|XM_052837805.1	LOC128172034
CA|XM_052837806.1	LOC128172033
CA|XM_052837807.1	LOC128172037
CA|XM_052837808.1	LOC128172037
CA|XM_052837809.1	LOC128172038
CA|XM_052837810.1	LOC128172039
CA|XM_052837811.1	LOC128172041
CA|XM_052837812.1	LOC128172043
CA|XM_052837813.1	LOC128172043
CA|XM_052837814.1	LOC128172043
CA|XM_052837815.1	LOC128172043
CA|XM_052837816.1	LOC128172042
CA|XM_052837817.1	LOC128172045
CA|XM_052837818.1	LOC128172047
CA|XM_052837819.1	LOC128172048
CA|XM_052837820.1	LOC128172050
CA|XM_052837821.1	LOC128172050
CA|XM_052837822.1	LOC128172050
CA|XM_052837823.1	LOC128172049
CA|XM_052837824.1	LOC128172052
CA|XM_052837825.1	LOC128172053
CA|XM_052837826.1	LOC128172054
CA|XM_052837827.1	LOC128172055
CA|XM_052837828.1	LOC128172056
CA|XM_052837829.1	LOC128172057
CA|XM_052837830.1	LOC128172049
CA|XM_052837831.1	LOC128172059
CA|XM_052837832.1	LOC128172060
CA|XM_052837833.1	LOC128172061
CA|XM_052837834.1	LOC128172063
CA|XM_052837835.1	LOC128172065
CA|XM_052837836.1	LOC128172070
CA|XM_052837837.1	LOC128172071
CA|XM_052837838.1	LOC128172073
CA|XM_052837839.1	LOC128172073
CA|XM_052837840.1	LOC128172065
CA|XM_052837841.1	LOC128172073
CA|XM_052837842.1	LOC128172073
CA|XM_052837843.1	LOC128172073
CA|XM_052837844.1	LOC128172073
CA|XM_052837845.1	LOC128172074
CA|XM_052837846.1	LOC128172075
CA|XM_052837847.1	LOC128172077
CA|XM_052837848.1	LOC128172080
CA|XM_052837849.1	LOC128172080
CA|XM_052837850.1	LOC128172080
CA|XM_052837851.1	LOC128172080
CA|XM_052837852.1	LOC128172078
CA|XM_052837853.1	LOC128172081
CA|XM_052837854.1	LOC128172081
CA|XM_052837855.1	LOC128172082
CA|XM_052837856.1	LOC128172083
CA|XM_052837857.1	LOC128172083
CA|XM_052837858.1	LOC128172058
CA|XM_052837859.1	LOC128172087
CA|XM_052837860.1	LOC128172088
CA|XM_052837861.1	LOC128172086
CA|XM_052837862.1	LOC128172091
CA|XM_052837863.1	LOC128172092
CA|XM_052837864.1	LOC128172093
CA|XM_052837865.1	LOC128172094
CA|XM_052837866.1	LOC128172086
CA|XM_052837867.1	LOC128172101
CA|XM_052837868.1	LOC128172101
CA|XM_052837869.1	LOC128172086
CA|XM_052837870.1	LOC128172102
CA|XM_052837871.1	LOC128172102
CA|XM_052837872.1	LOC128172102
CA|XM_052837873.1	LOC128172103
CA|XM_052837874.1	LOC128172106
CA|XM_052837875.1	LOC128172107
CA|XM_052837876.1	LOC128172108
CA|XM_052837877.1	LOC128172109
CA|XM_052837878.1	LOC128172109
CA|XM_052837879.1	LOC128172111
CA|XM_052837880.1	LOC128172112
CA|XM_052837881.1	LOC128172112
CA|XM_052837882.1	LOC128172113
CA|XM_052837883.1	LOC128172118
CA|XM_052837884.1	LOC128172119
CA|XM_052837885.1	LOC128172121
CA|XM_052837886.1	LOC128172121
CA|XM_052837887.1	LOC128172121
CA|XM_052837888.1	LOC128172122
CA|XM_052837889.1	LOC128172123
CA|XM_052837890.1	LOC128172124
CA|XM_052837891.1	LOC128172125
CA|XM_052837892.1	LOC128172126
CA|XM_052837893.1	LOC128172127
CA|XM_052837894.1	LOC128172127
CA|XM_052837895.1	LOC128172128
CA|XM_052837896.1	LOC128172130
CA|XM_052837897.1	LOC128172131
CA|XM_052837898.1	LOC128172132
CA|XM_052837899.1	LOC128172129
CA|XM_052837900.1	LOC128172133
CA|XM_052837901.1	LOC128172134
CA|XM_052837902.1	LOC128172135
CA|XM_052837903.1	LOC128172136
CA|XM_052837904.1	LOC128172137
CA|XM_052837905.1	LOC128172138
CA|XM_052837906.1	LOC128172139
CA|XM_052837907.1	LOC128172140
CA|XM_052837908.1	LOC128172148
CA|XM_052837909.1	LOC128172149
CA|XM_052837910.1	LOC128172149
CA|XM_052837911.1	LOC128172149
CA|XM_052837912.1	LOC128172150
CA|XM_052837913.1	LOC128172150
CA|XM_052837914.1	LOC128172150
CA|XM_052837915.1	LOC128172058
CA|XM_052837916.1	LOC128172140
CA|XM_052837917.1	LOC128172150
CA|XM_052837918.1	LOC128172150
CA|XM_052837919.1	LOC128172151
CA|XM_052837920.1	LOC128172152
CA|XM_052837921.1	LOC128172153
CA|XM_052837922.1	LOC128172154
CA|XM_052837923.1	LOC128172154
CA|XM_052837924.1	LOC128172140
CA|XM_052837925.1	LOC128172155
CA|XM_052837926.1	LOC128172155
CA|XM_052837927.1	LOC128172155
CA|XM_052837928.1	LOC128172156
CA|XM_052837929.1	LOC128172157
CA|XM_052837930.1	LOC128172157
CA|XM_052837931.1	LOC128172157
CA|XM_052837932.1	LOC128172157
CA|XM_052837933.1	LOC128172157
CA|XM_052837934.1	LOC128172140
CA|XM_052837935.1	LOC128172158
CA|XM_052837936.1	LOC128172160
CA|XM_052837937.1	LOC128172161
CA|XM_052837938.1	LOC128172162
CA|XM_052837939.1	LOC128172162
CA|XM_052837940.1	LOC128172163
CA|XM_052837941.1	LOC128172140
CA|XM_052837942.1	LOC128172164
CA|XM_052837943.1	LOC128172164
CA|XM_052837944.1	LOC128172165
CA|XM_052837945.1	LOC128172166
CA|XM_052837946.1	LOC128172167
CA|XM_052837947.1	LOC128172168
CA|XM_052837948.1	LOC128172168
CA|XM_052837949.1	LOC128172140
CA|XM_052837950.1	LOC128172169
CA|XM_052837951.1	LOC128172169
CA|XM_052837952.1	LOC128172169
CA|XM_052837953.1	LOC128172170
CA|XM_052837954.1	LOC128172171
CA|XM_052837955.1	LOC128172172
CA|XM_052837956.1	LOC128172173
CA|XM_052837957.1	LOC128172173
CA|XM_052837958.1	LOC128172140
CA|XM_052837959.1	LOC128172174
CA|XM_052837960.1	LOC128172174
CA|XM_052837961.1	LOC128172175
CA|XM_052837962.1	LOC128172176
CA|XM_052837963.1	LOC128172179
CA|XM_052837964.1	LOC128172140
CA|XM_052837965.1	LOC128172181
CA|XM_052837966.1	LOC128172182
CA|XM_052837967.1	LOC128172184
CA|XM_052837968.1	LOC128172185
CA|XM_052837969.1	LOC128172185
CA|XM_052837970.1	LOC128172187
CA|XM_052837971.1	LOC128172188
CA|XM_052837972.1	LOC128172186
CA|XM_052837973.1	LOC128172194
CA|XM_052837974.1	LOC128172194
CA|XM_052837975.1	LOC128172194
CA|XM_052837976.1	LOC128172195
CA|XM_052837977.1	LOC128172196
CA|XM_052837978.1	LOC128172186
CA|XM_052837979.1	LOC128172196
CA|XM_052837980.1	LOC128172196
CA|XM_052837981.1	LOC128172199
CA|XM_052837982.1	LOC128172199
CA|XM_052837983.1	LOC128172200
CA|XM_052837984.1	LOC128172203
CA|XM_052837985.1	LOC128172204
CA|XM_052837986.1	LOC128172202
CA|XM_052837987.1	LOC128172209
CA|XM_052837988.1	LOC128172210
CA|XM_052837989.1	LOC128172211
CA|XM_052837990.1	LOC128172202
CA|XM_052837991.1	LOC128172214
CA|XM_052837992.1	LOC128172214
CA|XM_052837993.1	LOC128172214
CA|XM_052837994.1	LOC128172215
CA|XM_052837995.1	LOC128172215
CA|XM_052837996.1	LOC128172215
CA|XM_052837997.1	LOC128172215
CA|XM_052837998.1	LOC128172215
CA|XM_052837999.1	LOC128172215
CA|XM_052838000.1	LOC128172202
CA|XM_052838001.1	LOC128172215
CA|XM_052838002.1	LOC128172216
CA|XM_052838003.1	LOC128172217
CA|XM_052838004.1	LOC128172218
CA|XM_052838005.1	LOC128172219
CA|XM_052838006.1	LOC128172220
CA|XM_052838007.1	LOC128172202
CA|XM_052838008.1	LOC128172221
CA|XM_052838009.1	LOC128172222
CA|XM_052838010.1	LOC128172222
CA|XM_052838011.1	LOC128172222
CA|XM_052838012.1	LOC128172222
CA|XM_052838013.1	LOC128172223
CA|XM_052838014.1	LOC128172225
CA|XM_052838015.1	LOC128172202
CA|XM_052838016.1	LOC128172225
CA|XM_052838017.1	LOC128172226
CA|XM_052838018.1	LOC128172227
CA|XM_052838019.1	LOC128172228
CA|XM_052838020.1	LOC128172228
CA|XM_052838021.1	LOC128172229
CA|XM_052838022.1	LOC128172229
CA|XM_052838023.1	LOC128172230
CA|XM_052838024.1	LOC128172206
CA|XM_052838025.1	LOC128172232
CA|XM_052838026.1	LOC128172232
CA|XM_052838027.1	LOC128172232
CA|XM_052838028.1	LOC128172233
CA|XM_052838029.1	LOC128172233
CA|XM_052838030.1	LOC128172233
CA|XM_052838031.1	LOC128172233
CA|XM_052838032.1	LOC128172236
CA|XM_052838033.1	LOC128172237
CA|XM_052838034.1	LOC128172238
CA|XM_052838035.1	LOC128172235
CA|XM_052838036.1	LOC128172239
CA|XM_052838037.1	LOC128172235
CA|XM_052838038.1	LOC128172247
CA|XM_052838039.1	LOC128172247
CA|XM_052838040.1	LOC128172248
CA|XM_052838041.1	LOC128172249
CA|XM_052838042.1	LOC128172249
CA|XM_052838043.1	LOC128172249
CA|XM_052838044.1	LOC128172250
CA|XM_052838045.1	LOC128172251
CA|XM_052838046.1	LOC128172235
CA|XM_052838047.1	LOC128172252
CA|XM_052838048.1	LOC128172253
CA|XM_052838049.1	LOC128172253
CA|XM_052838050.1	LOC128172253
CA|XM_052838051.1	LOC128172253
CA|XM_052838052.1	LOC128172253
CA|XM_052838053.1	LOC128172253
CA|XM_052838054.1	LOC128172254
CA|XM_052838055.1	LOC128172235
CA|XM_052838056.1	LOC128172255
CA|XM_052838057.1	LOC128172256
CA|XM_052838058.1	LOC128172257
CA|XM_052838059.1	LOC128172258
CA|XM_052838060.1	LOC128172259
CA|XM_052838061.1	LOC128172260
CA|XM_052838062.1	LOC128172261
CA|XM_052838063.1	LOC128172235
CA|XM_052838064.1	LOC128172262
CA|XM_052838065.1	LOC128172274
CA|XM_052838066.1	LOC128172269
CA|XM_052838067.1	LOC128172274
CA|XM_052838068.1	LOC128172274
CA|XM_052838069.1	LOC128172274
CA|XM_052838070.1	LOC128172274
CA|XM_052838071.1	LOC128172274
CA|XM_052838072.1	LOC128172275
CA|XM_052838073.1	LOC128172278
CA|XM_052838074.1	LOC128172280
CA|XM_052838075.1	LOC128172282
CA|XM_052838076.1	LOC128172279
CA|XM_052838077.1	LOC128172283
CA|XM_052838078.1	LOC128172284
CA|XM_052838079.1	LOC128172290
CA|XM_052838080.1	LOC128172290
CA|XM_052838081.1	LOC128172290
